User Code,1 Please select your operating administration or office:,2 Begin typing your work zip code and select your work site from the list that will appear below.  If your site does not appear in the list select 'Site not found'.  If you telework 100% of the time please select the site to which you officially report.,3 What is your employment status?,4 How did you travel TO WORK each day during a TYPICAL week?  If you select 'N/A' for transportation method select 'N/A' for # Miles.,Monday,Monday Miles 1,Monday,Monday Miles 2,Monday,Monday Miles 3,Tuesday,Tuesday Miles 1,Tuesday,Tuesday Miles 2,Tuesday,Tuesday Miles 3,Wednesday,Wednesday Miles 1,Wednesday,Wednesday Miles 2,Wednesday,Wednesday Miles 3,Thursday,Thursday Miles 1,Thursday,Thursday Miles 2,Thursday,Thursday Miles 3,Friday,Friday Miles 1,Friday,Friday Miles 2,Friday,Friday Miles 3,If 'other' selected please indicate method of transportation:,5 What is the average total number of people in the Carpool/Vanpool you selected above including yourself? (Select 'N/A' if not applicable.),6 Did you use the same method(s) of transportation indicated above to commute FROM WORK at the end of your workdays? (If you answer 'Yes' you will skip the next section.  This may conclude your survey.),7 How did you travel FROM WORK each day during a TYPICAL week?  If you select 'N/A' for transportation method select 'N/A' for # Miles.,Monday,Monday Miles 1,Monday,Monday Miles 2,Monday,Monday Miles 3,Tuesday,Tuesday Miles 1,Tuesday,Tuesday Miles 2,Tuesday,Tuesday Miles 3,Wednesday,Wednesday Miles 1,Wednesday,Wednesday Miles 2,Wednesday,Wednesday Miles 3,Thursday,Thursday Miles 1,Thursday,Thursday Miles 2,Thursday,Thursday Miles 3,Friday,Friday Miles 1,Friday,Friday Miles 2,Friday,Friday Miles 3,If 'other' selected please indicate method of transportation:,8 What is the average total number of people in the Carpool/Vanpool you selected above including yourself? (Select 'N/A' if not applicable.),9 [HIDDEN] Thinking about last year what would you say is your PRIMARY commuting method?,If 'other' selected please indicate commuting method:,10 How often did you typically spend a full workday teleworking?,11 Overall how satisfied are you with the following?,Your commute to work,Your commute to home,Your agency's telework program,Your agency's alternative work schedule (AWS) program,12 What is the estimated distance between your home and the nearest public transit station or bus stop?,13 Is there any information you would like to add about your commute that was not addressed in this survey?,14 Were the survey questions clear?,15 Did you experience any technical problems while taking this survey?,Survey site was slow to load some/all questions,I was unable to connect to the survey on my first try,My survey link did not work,I had another technical problem not addressed here,I did not have any technical problems,16 How was your overall experience with this survey?,CO2e Emissions (CO2e MT) / year
9LC68Z1Q,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Walk,3,Transit bus,3,Transit rail (e.g. subway),4,Walk,3,Transit bus,3,Transit rail (e.g. subway),4,Walk,3,Transit bus,3,Transit rail (e.g. subway),4,Walk,3,Transit bus,3,Transit rail (e.g. subway),4,Walk,3,Transit bus,3,Transit rail (e.g. subway),4,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transit bus,,Less than once a month,,Very satisfied,Very satisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,Less than 0.25 mile,,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,0.449106648
9LLDR1JV,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Car (drove alone),7,Transit rail (e.g. subway),17,,,Car (drove alone),7,Transit rail (e.g. subway),17,,,Car (drove alone),7,Transit rail (e.g. subway),17,,,Car (drove alone),7,Transit rail (e.g. subway),17,,,Car (drove alone),7,Transit rail (e.g. subway),17,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Car (drove alone),,"I did not telework because I was not allowed to, even though I have the kind of job where I can telework",,Somewhat satisfied,very dissatisfied,N/A,Very satisfied,0.5 to 1 mile,I would rather use the bus to get to Vienna metro.  The problem is most times I have to stand up in the evenings.  Route 66 is very crowded in the evenings and I can get home faster using my car.,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,2.4862839
9N4VU3LN,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Car (drove alone),5,Transit rail (e.g. subway),12,,,Car (drove alone),5,Transit rail (e.g. subway),12,,,Car (drove alone),5,Transit rail (e.g. subway),12,,,Car (drove alone),5,Transit rail (e.g. subway),12,,,Car (drove alone),5,Transit rail (e.g. subway),12,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Car (drove alone),,Once a week,,Somewhat satisfied,Somewhat satisfied,Very satisfied,N/A,Less than 0.25 mile,,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,1.76515938
9O0ZD47Q,U.S. Agency for International Development ,"USAID7 - SA-44 Federal Center Plaza II - 400 C Street SW, , Washington, DC 20024",Federal Government Employee,,Car (drove alone),2,Commuter rail (e.g. regional),15,,,Car (drove alone),2,Commuter rail (e.g. regional),15,,,Car (drove alone),2,Commuter rail (e.g. regional),15,,,Car (drove alone),2,Commuter rail (e.g. regional),15,,,N/A: Teleworked,N/A,,,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Car (drove alone),,Once a week,,Very satisfied,Very satisfied,Somewhat satisfied,Very satisfied,1.5 miles to 2 miles,,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,1.227067296
9QTG3R3N,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Car (drove alone),14,,,,,Car (drove alone),14,,,,,Car (drove alone),14,,,,,Car (drove alone),14,,,,,Car (drove alone),14,,,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Car (drove alone),,Once or twice a month,,Neither satisfied nor dissatisfied,very dissatisfied,Somewhat dissatisfied,Neither satisfied nor dissatisfied,More than 2 miles,,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,2.41223724
9RJJ6LGV,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,N/A: Teleworked,N/A,,,,,Walk,3,,3,,,Walk,3,,3,,,Walk,3,,3,,,Walk,3,,3,,,,N/A,No,,N/A: Teleworked,N/A,,,,,Transit rail (e.g. subway),3,,,,,Transit rail (e.g. subway),3,,,,,Transit rail (e.g. subway),3,,,,,Transit rail (e.g. subway),3,,,,,,N/A,Transit rail (e.g. subway),,Once a week,,Very satisfied,Very satisfied,Very satisfied,N/A,0.25 to 0.5 mile,,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,0.090364608
9RSFDO30,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,N/A: Teleworked,N/A,,,,,Transit rail (e.g. subway),10,,,,,Transit rail (e.g. subway),10,,,,,Transit rail (e.g. subway),10,,,,,Transit rail (e.g. subway),10,,,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transit rail (e.g. subway),,Twice a week,,Very satisfied,Very satisfied,Somewhat satisfied,Somewhat satisfied,0.25 to 0.5 mile,,"Yes, but a few of the questions were confusing.",,off,off,off,off,on,"Neutral.  I had a few problems with the survey, but no major problems.",0.60243072
9TX82WXG,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Bicycle,9,Transit rail (e.g. subway),9,,,Transit rail (e.g. subway),9,Bicycle,9,,,Bicycle,9,Transit rail (e.g. subway),9,,,Transit rail (e.g. subway),9,Bicycle,9,,,Bicycle,9,Transit rail (e.g. subway),9,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transit rail (e.g. subway),,Less than once a month,,Very satisfied,Very satisfied,Very satisfied,Very satisfied,0.5 to 1 mile,,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,0.67773456
9U4JLITN,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Car (drove alone),20,Transit rail (e.g. subway),N/A,,,Car (drove alone),20,Transit rail (e.g. subway),,,,Car (drove alone),20,Transit rail (e.g. subway),,,,Car (drove alone),20,Transit rail (e.g. subway),,,,Car (drove alone),20,Transit rail (e.g. subway),,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Car (drove alone),,"I did not telework because I was not allowed to, even though I have the kind of job where I can telework",,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,very dissatisfied,very dissatisfied,More than 2 miles,My agency should allow the employees that actually work utilize the telework and AWS program instead of the employees that abuse it.,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,3.4460532
9U6B8HIC,U.S. Agency for International Development ,"USAID7 - SA-44 Federal Center Plaza II - 400 C Street SW, , Washington, DC 20024",Federal Government Employee,,Walk,<1,,,,,Walk,<1,,,,,Walk,<1,,,,,Walk,<1,,,,,Walk,<1,,,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Walk,,Less than once a month,,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Less than 0.25 mile,,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,0
9X7REM1D,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Car (drove alone),2,Transit rail (e.g. subway),13,Walk,<1,Car (drove alone),2,Transit rail (e.g. subway),13,Walk,<1,Car (drove alone),2,Transit rail (e.g. subway),13,Walk,<1,Car (drove alone),2,Transit rail (e.g. subway),13,Walk,<1,Car (drove alone),2,Transit rail (e.g. subway),13,Walk,<1,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Car (drove alone),,Less than once a month,,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,1.5 miles to 2 miles,,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,"Neutral.  I had a few problems with the survey, but no major problems.",1.32355524
9XN459VI,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Car (drove alone),15,Transit bus,110,Transit rail (e.g. subway),15,Car (drove alone),15,Transit bus,110,Transit rail (e.g. subway),15,Car (drove alone),15,Transit bus,110,Transit rail (e.g. subway),15,Car (drove alone),15,Transit bus,110,Transit rail (e.g. subway),15,Car (drove alone),15,Transit bus,110,Transit rail (e.g. subway),15,N/A,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Car (drove alone),,I did not telework because I chose not to telework,,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Very satisfied,Very satisfied,More than 2 miles,None.,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,9.13677806
9Y3S156C,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Transit bus,1,Transit rail (e.g. subway),8,Walk,<1,Transit bus,1,Transit rail (e.g. subway),8,Walk,<1,Transit bus,1,Transit rail (e.g. subway),8,Walk,<1,Transit bus,1,Transit rail (e.g. subway),8,Walk,<1,N/A: Teleworked,N/A,N/A: Teleworked,N/A,N/A: Teleworked,N/A,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transit bus,,Once a week,,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,Somewhat satisfied,Less than 0.25 mile,,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,0.521382253
9Y8VS00P,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Transit rail (e.g. subway),8,,,,,Transit rail (e.g. subway),8,,,,,Transit rail (e.g. subway),8,,,,,Transit rail (e.g. subway),8,,,,,Transit rail (e.g. subway),8,,,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transit rail (e.g. subway),,Once a week,,Very satisfied,Very satisfied,Somewhat satisfied,Very satisfied,0.25 to 0.5 mile,,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,0.60243072
A63YC98W,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Car (drove alone),1,Transit rail (e.g. subway),,,,Car (drove alone),1,Transit rail (e.g. subway),,,,Transit rail (e.g. subway),1,Car (drove alone),,,,Car (drove alone),1,Transit rail (e.g. subway),,,,Car (drove alone),1,Transit rail (e.g. subway),,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Car (drove alone),,Once or twice a month,,Very satisfied,Somewhat satisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,0.5 to 1 mile,,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,0.152902896
A67HXJYF,U.S. Agency for International Development ,Site not found,Federal Government Employee,,Truck/SUV/Van Gas (drove alone),2,Truck/SUV/Van Gas (drove alone),N/A,,,Truck/SUV/Van Gas (drove alone),2,Truck/SUV/Van Gas (drove alone),N/A,,,Truck/SUV/Van Gas (drove alone),2,Truck/SUV/Van Gas (drove alone),N/A,,,Truck/SUV/Van Gas (drove alone),2,Truck/SUV/Van Gas (drove alone),N/A,,,Truck/SUV/Van Gas (drove alone),2,Truck/SUV/Van Gas (drove alone),,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Truck/SUV/Van (drove alone),,Less than once a month,,Somewhat dissatisfied,Somewhat dissatisfied,Very satisfied,Very satisfied,0.5 to 1 mile,The administration's decision to move PRH to Crystal City will increase commuting time and USAID carbonfootprint.,"Yes, but a few of the questions were confusing.",,off,off,off,off,off,"Neutral.  I had a few problems with the survey, but no major problems.",0.49157992
AAIFK0A5,U.S. Agency for International Development ,"EnterpriseData - Enterprise Data - , , , VA 20523",Federal Government Employee,,Transit bus,52,Commuter rail (e.g. regional),52,Car (drove alone),72,Transit bus,52,Commuter rail (e.g. regional),52,Car (drove alone),72,Transit bus,52,Commuter rail (e.g. regional),52,Car (drove alone),72,Transit bus,52,Commuter rail (e.g. regional),52,Car (drove alone),72,Transit bus,52,Commuter rail (e.g. regional),52,Car (drove alone),72,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Car (drove alone),,Once a week,,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Somewhat dissatisfied,N/A,More than 2 miles,,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,19.09190035
ABVOS6T9,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,N/A: Teleworked,N/A,,,,,N/A: Teleworked,N/A,,,,,N/A: Teleworked,N/A,,,,,N/A: Teleworked,N/A,,,,,N/A: Teleworked,N/A,,,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other (e.g. telework full-time),,Five times a week,,N/A,N/A,Very satisfied,N/A,Don't know or not sure,,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,0
AD8N8SLT,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Transit rail (e.g. subway),13,,,,,Transit rail (e.g. subway),13,,,,,Transit rail (e.g. subway),13,,,,,Transit rail (e.g. subway),13,,,,,Transit rail (e.g. subway),13,,,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transit rail (e.g. subway),,Once or twice a month,,Somewhat satisfied,Somewhat satisfied,Somewhat dissatisfied,Somewhat dissatisfied,0.25 to 0.5 mile,My Bureau discourages senior staff from teleworking.,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,0.97894992
ADEX200Z,U.S. Agency for International Development ,"USAID2 - 2 Potomac Yards - 2733 Crystal City Drive, , Arlington, VA 22201",Federal Government Employee,,Transit bus,6,,,,,Transit bus,6,,,,,Transit bus,6,,,,,Transit bus,6,,,,,N/A: Teleworked,N/A,,,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transit bus,,Less than once a month,,Very satisfied,Very satisfied,Very satisfied,Very satisfied,0.5 to 1 mile,,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,0.236626061
ADFX7I6J,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Walk,1,Transit rail (e.g. subway),20,Walk,<1,Walk,1,Transit rail (e.g. subway),20,Walk,<1,Walk,1,Transit rail (e.g. subway),20,Walk,<1,Walk,1,Transit rail (e.g. subway),20,Walk,<1,Walk,1,Transit rail (e.g. subway),20,Walk,<1,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Walk,,"I did not telework because I was not allowed to, even though I have the kind of job where I can telework",,Somewhat dissatisfied,Somewhat dissatisfied,N/A,N/A,0.5 to 1 mile,,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,1.5060768
AEIJ2L47,U.S. Agency for International Development ,"USAID7 - SA-44 Federal Center Plaza II - 400 C Street SW, , Washington, DC 20024",Federal Government Employee,,Commuter rail (e.g. regional),15,Car (drove alone),4,,,Commuter rail (e.g. regional),15,Car (drove alone),4,,,Commuter rail (e.g. regional),15,Car (drove alone),4,,,Commuter rail (e.g. regional),15,Car (drove alone),4,,,Commuter rail (e.g. regional),15,Car (drove alone),4,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Car (drove alone),,Less than once a month,,Very satisfied,Very satisfied,Neither satisfied nor dissatisfied,Very satisfied,0.5 to 1 mile,"I have used carpool, bus, Metro and now the VRE.  Of all the ways to commute to work, VRE is by far the best.  Teleworking is convenient but has its limits.  When trying to reach someone for information and they don't answer their phone, you can walk to their office and see where they've gone.  When teleworking you cannot and it's time consuming to wait until they either check e-mails or voice mail.",Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,1.87843944
AERO89V1,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Truck/SUV/Van Gas (drove alone),12,,,,,Truck/SUV/Van Gas (drove alone),12,,,,,Truck/SUV/Van Gas (drove alone),12,,,,,Truck/SUV/Van Gas (drove alone),12,,,,,N/A: AWS day off (e.g. 5/4-9 plan),N/A,,,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Truck/SUV/Van (drove alone),,I did not telework because I chose not to telework,,very dissatisfied,very dissatisfied,Somewhat dissatisfied,Somewhat dissatisfied,0.25 to 0.5 mile,I would prefer alternative work hours.  Our Agency's core hours are 7-3;45.  The director and deputy director fight those that want to come in as early as 6am to have an easier commute and a better work life balance.  I would love to come in earlier so I can make all my son's after school activities.  I am actively looking for another job because of this.,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,2.359583616
AF028A47,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Transit rail (e.g. subway),50,Other,80,,,Transit rail (e.g. subway),50,Other,80,,,Transit rail (e.g. subway),50,Other,80,,,Transit rail (e.g. subway),50,Other,80,,,Transit rail (e.g. subway),50,Other,80,,,Driven to and from metro station.  Total 80 miles a day.,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transit rail (e.g. subway),,"I did not telework because I must be physically present on the job (e.g., Law Enforcement)",,very dissatisfied,very dissatisfied,Somewhat dissatisfied,Very satisfied,More than 2 miles,I would like to have a set day for teleworking at least once a week.  Supervisor only approves telework when there is a need to do so.,Yes.  I understood all of the questions without any problems.,,off,off,off,on,off,"Neutral.  I had a few problems with the survey, but no major problems.",3.765192
AGIGZYOL,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Transit rail (e.g. subway),3,,,,,Transit rail (e.g. subway),3,,,,,N/A: Teleworked,N/A,,,,,Transit rail (e.g. subway),3,,,,,N/A: AWS day off (e.g. 5/4-9 plan),N/A,,,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transit rail (e.g. subway),,Once a week,,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Less than 0.25 mile,,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,0.135546912
AI2TY42Q,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Bicycle,5,Transit rail (e.g. subway),5,,,Bicycle,5,Transit rail (e.g. subway),5,,,Bicycle,5,Transit rail (e.g. subway),5,,,Transit rail (e.g. subway),5,Bicycle,5,,,Transit rail (e.g. subway),5,Bicycle,5,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transit rail (e.g. subway),,I did not telework because I chose not to telework,,Very satisfied,Very satisfied,Somewhat satisfied,Somewhat satisfied,0.25 to 0.5 mile,"Bicycle commuting is a great way to get to work but there are unsafe areas due to lack of infrastructure.  I recommend the USG find ways to enhance bike commuting infrastructure -- it lowers health costs and environmental pollution.  Also, the Ronald Reagan Building needs a bigger bike room for commuters.",Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,0.3765192
